EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
102167,,10.83,2,Human Resources,Female,Yes,No,2,Manager,Single,3,150000,23,4,Low,6,1,Low,2,4.2,0.31,1,Yes,Service
102168,,6.5,4,Technical Degree,Male,No,Yes,1,Research Scientist,Single,3,25000,16,4,High,0,1,Low,0,6.2,0.48,1,Yes,Product
102169,40,6.89,3,Life Sciences,Female,Yes,Yes,4,Research Scientist,Single,,175000,11,1,Low,8,2,High,8,6.1,0.37,3,No,Service
102170,58,6.44,2,Technical Degree,Female,No,No,3,Healthcare Representative,Married,4,383333,24,4,High,27,1,High,15,3.8,0.3,2,No,Service
102171,57,7.69,2,Marketing,Male,Yes,No,4,Manager,Divorced,2,591667,22,1,Very High,35,3,Low,10,,0.11,1,Yes,Service
102172,54,7.81,5,Marketing,Male,Yes,Yes,1,Manufacturing Director,Married,8,316667,7,2,Very High,25,3,High,25,9,0.76,4,No,Product
102173,21,6.89,4,Marketing,Male,Yes,No,3,Manager,Married,5,25000,8,3,Medium,2,1,Low,0,6.1,0.45,2,No,Service
102174,35,7.89,5,Life Sciences,Female,Yes,Yes,2,Human Resources,Single,5,75000,11,4,Very Low,5,4,Low,0,7.3,0.53,1,Yes,Service
102175,56,6.39,5,Human Resources,Female,Yes,No,3,Laboratory Technician,Married,4,166667,14,2,High,7,3,Low,3,3.6,0.3,1,No,Product
102176,52,8.7,5,Other,Female,Yes,No,3,Laboratory Technician,Divorced,3,25000,9,4,Very High,1,1,Low,0,5.1,0.37,1,No,Product
102177,,7.01,1,Marketing,Female,No,Yes,2,Sales Representative,Single,7,33333,9,1,Low,0,3,Low,,6.5,0.58,4,Yes,Service
102178,20,8.98,4,Life Sciences,Female,No,Yes,2,Research Director,Divorced,1,33333,13,2,Very Low,2,1,High,1,4.5,0.21,0,No,Service
102179,23,6.02,3,Marketing,Female,No,Yes,1,Sales Executive,Married,8,33333,14,4,High,2,4,Medium,0,6.2,,4,No,Service
102180,56,10.55,2,Human Resources,Female,Yes,No,2,Manager,Married,2,558333,19,4,Low,32,4,High,15,3.5,0.25,2,No,Product
102181,20,6.11,1,Human Resources,Male,No,Yes,2,Sales Representative,Divorced,6,33333,15,1,Very High,2,2,Low,1,9.1,0.89,3,No,Product
102182,35,8.92,3,Marketing,Female,Yes,Yes,3,Sales Representative,Divorced,4,208333,17,3,Very Low,13,4,High,4,6.7,0.49,1,No,Service
102183,56,2.3,2,Human Resources,Male,Yes,No,1,Sales Executive,Single,4,525000,14,2,Low,30,1,Medium,15,5.6,0.38,1,Yes,Service
102184,57,6.71,3,Human Resources,Female,No,Yes,2,Sales Executive,Married,4,433333,17,3,High,23,1,High,23,7.4,0.63,2,No,Service
102185,45,6.99,1,Marketing,Female,Yes,No,1,Manufacturing Director,Divorced,4,483333,22,1,High,24,2,Low,24,5.8,0.5,2,No,Service
102186,27,6.33,3,Other,Male,No,Yes,2,,,9,141667,21,2,High,5,1,Low,1,7.6,0.72,4,Yes,Product
102187,35,7.67,2,Medical,Male,No,No,4,Sales Executive,Single,4,225000,16,3,Low,11,2,Low,10,4.5,0.25,2,Yes,Service
102188,35,10.52,5,Human Resources,Female,Yes,No,1,Human Resources,Divorced,2,66667,18,1,High,3,4,Low,1,4.4,0.24,2,No,Product
102189,,8.1,1,Marketing,Male,Yes,No,4,Sales Representative,Divorced,2,425000,21,1,Very High,27,1,Medium,25,,0.32,1,No,Product
102190,44,9.32,1,Medical,Female,Yes,No,1,Sales Executive,Married,7,225000,13,2,Very Low,12,4,Medium,6,7.5,0.57,3,No,Service
102191,49,7.81,1,Life Sciences,Male,No,No,3,Sales Executive,Single,3,16667,7,1,Very High,0,4,High,0,7,0.5,2,No,Product
102192,25,9.01,5,Human Resources,Female,No,No,3,Sales Executive,Single,8,58333,22,2,High,2,2,Low,1,7,0.7,3,No,Product
102193,22,7.2,3,Technical Degree,Male,Yes,No,2,Manager,Divorced,3,25000,13,2,Very High,0,4,Low,0,4.9,0.42,2,No,Service
102194,37,8.62,1,Medical,Male,Yes,No,2,Research Scientist,Married,8,175000,22,1,Medium,8,3,Low,,8.8,0.74,4,Yes,Service
102195,45,7.1,4,Technical Degree,Female,No,No,2,Research Director,Married,4,308333,21,2,Very High,22,3,High,20,5.7,0.38,3,Yes,Service
102196,23,6.01,5,Marketing,Female,Yes,,1,Sales Executive,Divorced,4,25000,23,3,Very High,1,2,Medium,0,,0.4,2,No,Product
102197,50,7.88,3,Technical Degree,Female,Yes,Yes,3,Laboratory Technician,Divorced,1,208333,8,1,Very Low,9,3,Low,8,,,0,Yes,Service
102198,39,6.72,1,Marketing,Female,Yes,No,4,Human Resources,Single,3,16667,9,3,Very High,1,2,Low,1,,0.53,1,Yes,Service
102199,50,9.42,1,Other,Male,Yes,No,2,Sales Executive,Single,7,250000,16,4,Medium,16,1,Medium,,10,0.93,3,Yes,Product
102200,60,7.5,4,Other,Male,Yes,No,2,Sales Representative,Divorced,1,275000,11,4,Medium,10,3,Medium,2,3.8,0.23,1,No,Product
102201,38,6.28,1,Marketing,Male,No,Yes,1,Human Resources,Single,3,183333,8,2,Low,10,3,High,0,6.5,0.44,1,Yes,Service
102202,55,6.72,5,Life Sciences,Female,No,Yes,2,Healthcare Representative,Single,8,100000,14,1,Low,4,1,High,2,6.5,0.59,4,No,Product
102203,32,7.08,1,Technical Degree,Male,Yes,Yes,1,Research Scientist,Married,5,41667,16,3,Medium,2,3,,2,5.8,0.4,3,Yes,Product
102204,22,8.52,3,Medical,Female,Yes,Yes,3,Laboratory Technician,Single,5,16667,10,1,Very High,1,1,Low,1,5.6,0.47,2,Yes,Service
102205,56,10.61,5,Marketing,Male,Yes,Yes,1,Manufacturing Director,Married,2,6083330,25,4,High,30,1,High,1,2.9,0.14,1,Yes,Service
102206,60,8.03,4,Other,Female,Yes,No,3,Manufacturing Director,Married,4,325000,8,3,Very High,24,3,Low,23,5.4,0.43,3,No,Service
102207,60,6.47,2,Marketing,Male,Yes,No,4,Laboratory Technician,Divorced,3,16667,15,4,Medium,0,4,Medium,0,6.2,0.39,2,No,Service
102208,56,8.31,5,Medical,Male,Yes,No,2,Manager,Married,7,525000,12,3,Very High,34,1,Low,,7,0.66,4,No,Product
102209,34,6.6,4,Technical Degree,Female,No,Yes,4,Manufacturing Director,Married,6,16667,12,1,High,0,4,High,0,6.6,0.56,4,Yes,Service
102210,48,7.61,5,Medical,Female,Yes,No,3,Sales Representative,Single,6,441667,13,4,Very Low,26,3,High,15,7.4,0.75,2,Yes,Service
102211,43,6.91,3,Medical,Female,Yes,No,4,Manager,Divorced,4,225000,18,4,Very High,11,3,High,8,4.4,0.3,2,No,Service
102212,37,10.9,1,Human Resources,Male,Yes,Yes,3,Manager,Married,4,25000,12,1,Low,1,1,Medium,0,5.6,0.42,2,Yes,Product
102213,24,9.41,4,Medical,,Yes,Yes,3,Sales Executive,Married,5,25000,15,4,High,0,2,Medium,0,7.4,0.52,3,No,Product
102214,37,6.6,1,Other,Female,Yes,No,3,Research Director,Single,2,175000,20,4,Very High,12,4,High,5,2.6,0.14,1,No,Service
102215,22,7.69,1,Marketing,Male,Yes,Yes,2,Healthcare Representative,Married,2,25000,14,3,Medium,1,4,Low,1,4.7,0.38,1,No,Service
102216,24,6.81,2,Medical,Male,No,Yes,3,Laboratory Technician,Married,,66667,14,3,Very High,3,4,Medium,1,0.6,0,1,No,Service
102217,41,9.48,3,Life Sciences,Female,Yes,No,4,Research Scientist,Married,3,275000,10,2,Very High,14,2,High,7,4.4,0.22,2,No,Service
102218,19,8.8,5,Medical,Male,Yes,No,3,Healthcare Representative,Single,3,16667,25,3,Medium,1,2,Low,1,6.1,0.48,2,Yes,Service
102219,30,7.33,4,Other,Female,No,Yes,3,Laboratory Technician,Single,1,116667,15,4,Low,4,2,Low,2,3.1,0.25,0,No,Product
102220,26,7.18,5,Technical Degree,Male,No,No,4,Laboratory Technician,Married,3,83333,7,3,Very Low,5,4,Low,1,,0.21,1,No,Service
102221,24,6.45,4,Other,Male,No,Yes,1,Research Scientist,Married,2,33333,7,3,Medium,2,3,Low,1,3.7,0.32,1,Yes,Service
102222,45,7.4,1,Medical,Male,Yes,No,4,Sales Executive,Divorced,2,141667,22,1,Very Low,7,3,High,1,2.7,0.2,2,No,Service
102223,31,7.83,1,Marketing,Male,Yes,Yes,1,Human Resources,Married,3,100000,10,1,Very Low,6,2,Low,,3,0.17,1,No,Product
102224,47,7.61,3,Human Resources,Male,Yes,No,4,Human Resources,Married,4,66667,23,3,Very Low,5,3,High,3,6.5,0.44,2,No,Product
102225,38,7.38,2,Technical Degree,Female,Yes,No,2,Sales Representative,Divorced,,183333,7,1,Low,14,3,High,11,6.3,0.62,2,Yes,Product
102226,37,9.77,2,Life Sciences,Female,Yes,No,4,Manufacturing Director,Divorced,5,83333,9,4,Very High,5,3,High,4,7.1,0.49,2,No,Product
102227,27,6,1,Other,Male,Yes,Yes,3,Manufacturing Director,Married,3,25000,13,2,Very Low,2,3,Medium,0,5.3,0.44,2,No,Service
102228,47,8.33,3,Marketing,Female,No,Yes,4,Research Scientist,Divorced,4,316667,11,1,Very High,21,1,High,7,6.9,0.57,2,No,Service
102229,27,10.73,5,Technical Degree,Female,Yes,Yes,4,Human Resources,Single,3,16667,15,1,Very High,0,1,Medium,0,5.4,0.32,1,No,Product
102230,57,8.01,4,Medical,Female,No,Yes,4,Sales Executive,Single,4,25000,16,3,High,1,3,Medium,1,8.3,0.67,2,Yes,Product
102231,46,8.4,3,Medical,Female,Yes,No,1,Research Scientist,Married,5,225000,18,1,High,16,1,Medium,6,4.9,0.41,2,No,Service
102232,22,7.48,2,Life Sciences,Female,No,Yes,1,Research Director,Married,2,25000,11,3,Low,1,2,Low,1,4.2,0.2,2,No,Service
102233,48,7.9,3,Marketing,Male,Yes,No,1,Manager,Divorced,1,58333,12,2,High,4,4,Low,1,1.6,0.02,0,Yes,Service
102234,18,6.82,5,Other,Male,Yes,No,3,Sales Representative,Single,2,1056,19,1,High,0,2,High,0,3.6,0.31,1,Yes,Service
102235,35,6.95,1,Other,Male,Yes,No,3,Sales Representative,Single,3,25000,14,4,High,2,2,High,2,4.7,0.37,1,No,Service
102236,46,9.47,4,Medical,Female,Yes,Yes,4,Sales Executive,Divorced,1,141667,24,4,Medium,11,2,High,3,0.5,0,0,No,Service
102237,45,8.9,4,Marketing,Male,Yes,Yes,1,Healthcare Representative,Single,4,225000,8,2,Very Low,13,4,High,0,5.9,0.47,2,Yes,Product
102238,59,6.41,2,Marketing,Female,No,No,4,Sales Representative,Single,3,491667,18,1,High,30,3,Medium,22,2.4,0.18,2,No,Service
102239,47,7.59,4,Other,Female,No,Yes,2,Human Resources,Single,4,291667,7,3,Very Low,17,2,Low,14,5.5,0.49,3,Yes,Product
102240,30,8.88,1,Marketing,Male,Yes,Yes,3,Sales Executive,Married,10,125000,20,3,Low,9,1,Low,6,9.6,1,5,No,Service
102241,35,6.33,4,Marketing,Male,Yes,No,1,Sales Representative,Single,3,175000,24,4,Medium,13,1,,3,4.9,0.25,2,No,Product
102242,54,2,1,Other,Female,Yes,No,1,Sales Representative,Married,3,225000,11,2,Medium,,3,Low,6,3.9,0.29,2,,Service
102243,52,7.08,3,Other,Female,No,No,4,Human Resources,Divorced,6,266667,13,2,Very Low,13,1,Medium,1,6.1,0.6,2,No,Product
102244,24,7,4,Technical Degree,Male,No,Yes,3,Manufacturing Director,Single,1,25000,20,1,Very Low,1,2,High,1,3.7,0.29,1,No,Product
102245,54,6.38,3,Other,Female,No,No,4,Healthcare Representative,Divorced,6,583333,22,3,Very High,30,1,High,2,6,0.51,2,Yes,Service
102246,53,6.2,2,Marketing,Male,No,No,4,Sales Representative,Single,3,83333,13,2,Very High,4,4,Medium,4,3.8,0.21,2,No,Service
102247,35,6.82,4,Other,Female,Yes,No,4,Research Director,Divorced,3,241667,23,2,High,14,1,,4,6.1,0.41,1,Yes,Service
102248,51,6.83,3,Marketing,,No,Yes,4,Human Resources,Married,4,183333,24,1,Low,14,4,Low,6,5.5,0.33,3,No,Service
102249,41,7.59,2,Medical,Male,No,Yes,4,Laboratory Technician,Single,5,33333,23,3,Very Low,0,3,High,0,6.6,,2,No,Service
102250,48,7.72,3,Life Sciences,Female,Yes,No,2,Manager,Married,,450000,17,3,High,26,4,Medium,4,4.3,0.38,1,Yes,Service
102251,18,9.3,5,Marketing,Male,Yes,Yes,1,Human Resources,Married,,16667,8,4,Low,0,1,Low,0,6.6,0.62,3,No,Service
102252,33,6.3,4,Life Sciences,Female,Yes,No,4,Sales Representative,Single,4,41667,13,3,Low,2,2,High,,,0.35,2,No,Service
102253,24,7.67,5,Human Resources,Female,No,No,1,Research Director,Divorced,6,50000,12,3,Low,3,2,Low,3,7.8,0.62,3,Yes,Service
102254,24,10.47,1,Life Sciences,Male,Yes,No,2,Manufacturing Director,Divorced,5,25000,19,3,Very High,2,1,Low,0,7.5,0.58,3,No,Service
102255,48,6.96,2,Marketing,Female,No,Yes,2,,,2,375000,23,4,Very Low,19,3,High,0,5.9,0.43,1,Yes,Service
102256,27,8.68,4,Human Resources,Male,Yes,No,4,Manager,Divorced,6,33333,24,4,Low,2,3,High,0,,0.64,3,Yes,Service
102257,41,6.54,5,Human Resources,Female,Yes,No,2,Manufacturing Director,Married,10,33333,25,2,Very High,0,3,Low,0,9.9,0.92,5,No,Service
102258,57,7.94,1,Medical,Female,Yes,Yes,4,Manager,Divorced,7,100000,18,4,Medium,5,4,High,0,7.3,0.56,3,Yes,Service
102259,56,2.08,3,Marketing,Female,No,Yes,3,Research Scientist,Married,6,216667,12,3,Very High,8,1,Low,1,7.8,0.62,3,No,Service
102260,29,7.93,1,Marketing,Female,No,Yes,1,Laboratory Technician,Married,7,166667,15,1,Very High,7,1,High,1,9.2,0.78,3,No,Product
102261,39,9.09,1,Human Resources,Male,No,No,3,,,7,100000,21,4,Low,4,3,High,0,6.6,0.57,3,No,Service
102262,51,6.65,4,Life Sciences,Female,No,Yes,3,Manager,Single,7,150000,22,3,Low,8,2,Medium,1,8.1,0.61,4,No,Service
102263,39,7.2,3,Medical,Male,No,Yes,4,Research Scientist,Married,4,33333,7,1,Low,2,2,High,1,,,2,Yes,Service
102264,32,10.41,4,Life Sciences,Male,Yes,Yes,4,Manufacturing Director,Divorced,4,133333,17,2,Very High,6,4,Medium,4,6.4,0.47,2,No,Product
102265,56,7.68,4,Human Resources,Male,No,Yes,4,Manager,Married,7,500000,24,3,Very High,27,1,High,5,7.3,0.69,3,No,Service
102266,,6.6,4,Marketing,Female,Yes,No,4,Sales Representative,Divorced,9,233333,10,4,High,12,2,High,7,8.3,0.8,5,Yes,Service
102267,47,8.88,3,Other,Female,Yes,No,2,Healthcare Representative,Divorced,2,225000,14,3,Very High,14,1,High,2,4.1,0.32,0,Yes,Service
102268,47,7.68,2,Other,Male,Yes,No,1,Laboratory Technician,Single,1,333333,22,1,Very Low,21,3,Low,,0.7,0.04,1,No,Product
102269,19,6.92,2,Technical Degree,Female,Yes,No,3,Laboratory Technician,Married,3,8333,24,2,High,0,1,Low,0,6.8,0.46,2,No,Product
102270,37,6.37,3,Human Resources,Male,Yes,No,1,Sales Representative,Divorced,3,25000,25,1,Medium,2,4,High,1,5.2,0.29,2,No,Product
102271,39,7.68,4,Life Sciences,Female,No,No,2,Human Resources,Divorced,7,250000,17,1,Very High,15,2,Medium,12,7.4,0.63,3,Yes,Service
102272,53,7.57,5,Marketing,Female,No,Yes,4,Sales Executive,Married,6,25000,24,1,Very High,2,3,Low,2,7.1,0.67,3,No,Product
102273,29,8.04,5,Technical Degree,Male,No,No,3,Manager,Divorced,5,108333,15,2,Medium,8,3,High,2,5.7,,2,Yes,Service
102274,19,6.3,2,Other,Female,No,Yes,3,Sales Executive,Single,7,16667,18,4,Medium,1,4,High,0,8.5,0.65,4,No,Service
102275,55,9.88,5,Technical Degree,Female,Yes,Yes,3,Laboratory Technician,Married,3,25000,8,3,Medium,2,3,High,2,5.2,0.4,2,No,Service
102276,57,7.6,5,Medical,Male,Yes,No,3,Sales Representative,Single,1,241667,25,1,High,19,1,Medium,4,2.4,0.1,1,No,Product
102277,25,7.2,5,Technical Degree,Male,Yes,Yes,2,Research Scientist,Married,2,58333,14,3,Very High,4,4,Low,1,4.1,,2,Yes,Service
102278,36,2,5,Human Resources,Female,Yes,No,1,Healthcare Representative,Single,7,16667,17,3,Very Low,0,4,Medium,0,8.1,0.64,4,No,Service
102279,36,7.7,5,Other,Female,Yes,No,3,Manufacturing Director,Single,3,150000,25,2,Medium,12,1,,8,6.1,0.4,1,No,Service
102280,45,8.59,1,Technical Degree,Female,No,No,1,Manufacturing Director,Divorced,7,50000,11,2,Very High,3,2,Medium,1,6,0.55,3,No,Service
102281,41,6.1,4,Life Sciences,Male,No,Yes,1,Human Resources,Divorced,1,150000,18,3,Very High,6,3,Low,1,1.4,0.08,1,No,Service
102282,,6.48,2,Human Resources,Female,Yes,,4,Human Resources,Married,,50000,10,1,Very High,,4,Medium,2,,,2,No,Service
102283,57,6.28,3,Technical Degree,Male,Yes,Yes,1,Sales Representative,Married,2,108333,17,3,Low,4,1,High,4,4.6,0.23,2,Yes,Product
102284,42,10.21,5,Other,Male,No,Yes,4,Research Director,Married,5,216667,23,2,Medium,15,1,Medium,2,4.5,0.34,2,No,Product
102285,,7.5,1,Other,Male,No,Yes,1,Healthcare Representative,Married,3,8333,9,2,Very Low,0,2,Medium,0,3.5,0.24,2,Yes,Service
102286,,6.99,4,Medical,Female,No,Yes,4,Research Director,Married,2,75000,24,4,Very High,5,4,Low,4,3.4,0.25,1,No,Service
102287,55,9.13,2,Marketing,Female,Yes,No,1,Research Scientist,Married,1,483333,10,2,Very High,28,4,High,5,3.2,,1,Yes,Service
102288,28,6.02,5,Human Resources,Male,No,No,1,Human Resources,Single,6,33333,12,2,Medium,0,3,High,0,,0.55,2,No,Product
102289,23,6.32,2,Technical Degree,Female,Yes,No,1,Human Resources,Single,5,25000,15,2,High,1,3,Low,0,5.6,0.47,3,No,Service
102290,51,6.59,3,Marketing,Male,Yes,Yes,4,Sales Executive,Single,4,66667,13,3,High,4,1,High,4,5.4,0.38,2,No,Service
102291,37,8.39,2,Human Resources,Female,No,No,2,Research Director,Single,5,166667,20,2,Very High,,3,High,6,5.9,0.52,1,Yes,Product
102292,37,7.71,2,Life Sciences,Male,Yes,No,3,Sales Representative,Divorced,3,25000,23,3,Very High,0,2,Low,0,,0.33,1,No,Service
102293,20,6.16,3,Human Resources,Female,No,Yes,4,Human Resources,Married,4,1038,14,2,Very High,0,2,High,0,5.9,0.57,2,No,Service
102294,50,10.83,3,Medical,Female,No,No,4,Healthcare Representative,Single,3,325000,11,3,Very High,25,4,High,15,4.1,0.2,2,No,Service
102295,30,7.97,5,Human Resources,Female,No,No,2,Manager,Single,4,50000,11,1,Low,3,3,Medium,3,6.5,0.59,2,Yes,Service
102296,33,6.81,5,Human Resources,Male,No,No,3,Research Scientist,Single,,258333,19,3,Very High,10,3,Low,8,4.2,0.22,1,Yes,Product
102297,34,7.1,1,Marketing,Female,Yes,No,2,Sales Representative,Divorced,2,66667,12,4,Very High,3,2,Medium,0,2.2,0.13,1,No,Service
102298,29,9.39,5,Human Resources,Male,No,No,2,Sales Executive,Divorced,4,133333,9,2,Medium,6,1,High,5,7.1,0.56,2,No,Product
102299,49,10.71,5,Marketing,Male,Yes,Yes,2,Manufacturing Director,Single,3,283333,19,3,Very Low,18,3,Low,13,6.4,0.47,2,No,Product
102300,46,6.29,3,Marketing,Male,Yes,Yes,3,Manager,Single,2,25000,25,3,Medium,1,4,High,0,2.6,0.18,2,Yes,Product
102301,27,7.7,4,Technical Degree,Male,Yes,Yes,4,Sales Executive,Divorced,4,25000,23,1,Very High,2,1,Medium,2,5.3,0.41,1,No,Service
102302,58,6.11,4,Technical Degree,Male,Yes,Yes,3,Sales Representative,Divorced,3,75000,15,1,High,5,4,High,1,6.3,0.44,2,No,Product
102303,49,7.97,2,Medical,Male,No,No,2,Research Scientist,Divorced,8,183333,15,3,High,8,1,Medium,6,6.6,0.64,4,Yes,Service
102304,48,10.67,2,Technical Degree,Male,No,No,1,Laboratory Technician,Divorced,4,1060,7,1,Very High,0,2,High,0,5.2,0.45,2,Yes,Service
102305,35,7.65,5,Human Resources,Male,No,Yes,2,Manager,Divorced,4,33333,10,2,Low,0,1,Low,0,5.6,0.37,2,No,Product
102306,30,7.98,4,Medical,Female,No,No,1,Manufacturing Director,Married,4,141667,22,4,Medium,8,3,High,8,3.7,0.21,2,No,Service
102307,42,7.29,4,Life Sciences,Male,Yes,No,3,Research Scientist,Single,5,250000,20,2,Very High,9,1,High,4,6,0.49,2,No,Service
102308,23,5.99,5,Marketing,Male,No,Yes,4,Manager,Single,2,33333,11,3,Very Low,2,2,Low,2,4.9,0.37,1,No,Product
102309,32,2.06,2,Technical Degree,Female,No,No,2,Research Director,Single,5,150000,23,4,Medium,6,2,High,1,7,0.61,2,No,Product
102310,33,6.13,2,Technical Degree,Female,No,Yes,3,Manufacturing Director,Divorced,,183333,25,4,High,7,1,High,2,6,0.42,3,No,Service
102311,38,9.98,3,Other,Female,No,No,3,Manager,Divorced,2,141667,8,4,Low,9,2,Medium,1,5.3,0.29,1,No,Service
102312,29,10.71,2,Human Resources,Female,Yes,No,4,Manager,Married,6,75000,21,4,Low,3,1,,2,6.2,0.41,3,No,Product
102313,23,6.21,3,Other,Male,Yes,No,1,Healthcare Representative,Divorced,3,50000,11,2,Low,2,2,High,0,4,0.32,2,No,Service
102314,27,10.43,3,Life Sciences,Female,Yes,No,3,Research Scientist,Married,7,125000,9,2,Very High,5,1,High,0,6.5,0.53,3,No,Service
102315,22,8.72,2,Technical Degree,Male,Yes,No,4,Sales Representative,Single,1,1052,21,1,Very High,0,3,Low,0,2.7,0.2,0,Yes,Service
102316,41,7.72,2,Technical Degree,Male,No,Yes,4,Sales Executive,Divorced,6,133333,17,3,Very High,6,4,Medium,6,7.2,0.65,3,Yes,Product
102317,44,7.33,1,Technical Degree,Female,No,No,1,Manufacturing Director,Married,5,125000,10,3,High,6,1,Low,4,7.3,0.57,2,No,Service
102318,37,9.88,4,Technical Degree,Female,Yes,Yes,1,Laboratory Technician,Divorced,4,225000,19,3,Very Low,8,2,High,2,6,0.47,2,Yes,Service
102319,21,6.33,1,Other,Male,Yes,Yes,4,Sales Representative,Divorced,6,16667,18,4,Very High,0,2,Medium,0,6.6,0.47,3,No,Service
102320,55,7.59,3,Marketing,Male,No,Yes,4,Sales Representative,Single,1,216667,14,2,Low,8,3,Low,4,1.1,0.08,1,No,Service
102321,55,6.83,4,Human Resources,Female,No,Yes,3,Research Scientist,Married,3,416667,20,3,Very High,30,4,Medium,24,3.2,0.18,1,No,Product
102322,27,7.06,5,Medical,Female,No,No,4,Sales Representative,Married,4,33333,24,1,Medium,2,4,High,2,5.9,0.4,1,No,Service
102323,52,10.43,3,Other,Male,Yes,Yes,3,Manufacturing Director,Married,4,100000,7,1,Very High,4,3,High,3,6.8,0.5,2,No,Product
102324,34,7.12,5,Other,Female,Yes,Yes,3,Human Resources,Married,5,133333,24,3,Very High,6,4,Medium,5,4.6,0.39,3,No,Service
102325,19,6.11,5,Life Sciences,Male,Yes,Yes,3,Manufacturing Director,Married,1,16667,8,1,Very High,1,1,,0,3.8,0.23,0,No,Service
102326,18,6.62,5,Human Resources,Female,Yes,No,2,Sales Representative,Single,6,1052,24,3,Very High,0,4,High,0,6.3,0.55,3,Yes,Product
102327,40,7.42,5,Life Sciences,Female,No,Yes,2,Healthcare Representative,Single,1,183333,22,3,Very High,9,4,Low,6,2.8,0.15,0,No,Product
102328,19,7.91,1,Marketing,Male,Yes,No,3,Sales Executive,Divorced,1,16667,17,1,Medium,1,4,Low,,0,0,0,No,Service
102329,34,7.2,2,Life Sciences,Female,Yes,No,1,Sales Executive,Married,3,100000,14,2,Very High,4,3,Medium,3,,0.21,1,No,Service
102330,60,10.2,5,Medical,Female,No,No,4,Research Director,Married,4,325000,9,4,Very High,18,2,Low,12,7.1,0.68,2,No,Service
102331,20,7.42,4,Technical Degree,Female,No,No,4,Research Director,Single,7,16667,15,2,High,1,3,Low,0,7.2,0.72,3,No,Product
102332,40,7.56,4,Human Resources,Male,No,Yes,1,Human Resources,Single,4,216667,9,2,Medium,17,3,Medium,8,,0.5,2,Yes,Service
102333,23,7.83,1,Marketing,Male,No,No,3,Human Resources,Divorced,5,25000,25,1,Medium,1,2,High,1,7,0.57,2,No,Service
102334,37,6.6,2,Marketing,Female,Yes,No,2,Research Scientist,Divorced,2,183333,17,4,Very Low,11,4,Medium,8,5.7,0.46,1,Yes,Product
102335,24,2.03,3,Technical Degree,Male,Yes,No,4,Healthcare Representative,Divorced,2,83333,15,4,Very High,3,4,Low,0,4.4,0.3,1,Yes,Service
102336,18,7.83,1,Technical Degree,Male,Yes,No,3,Human Resources,Married,3,25000,9,4,Very Low,0,1,High,0,3.1,0.21,2,No,Service
102337,59,6.08,5,Medical,Female,Yes,No,4,Sales Executive,Single,6,491667,12,3,Medium,,1,High,0,5.1,0.34,3,,Product
102338,23,18.01,1,Marketing,Male,Yes,No,4,Sales Executive,Divorced,1,16667,19,2,High,1,3,Low,1,,0.2,0,Yes,Service
102339,43,6.22,3,Marketing,Male,No,Yes,4,Laboratory Technician,Single,7,358333,20,4,Medium,20,2,High,16,8.1,0.64,3,No,Service
102340,44,10.25,2,Other,Male,Yes,Yes,3,Laboratory Technician,Married,3,291667,23,3,High,10,4,Low,7,4.3,0.3,2,No,Service
102341,53,7.67,1,Marketing,Male,No,Yes,3,Research Scientist,Divorced,4,225000,15,4,High,14,3,Low,2,5.6,0.32,2,No,Service
102342,38,8.04,5,Marketing,Female,No,No,2,Research Director,Single,5,16667,24,3,Very High,0,2,Low,0,6.2,0.56,2,Yes,Service
102343,57,7.57,5,Medical,Male,Yes,Yes,1,Manufacturing Director,Single,4,591667,17,2,Very High,30,2,Low,17,5,0.45,2,No,Service
102344,43,10.41,2,Human Resources,Male,No,No,4,Research Scientist,Divorced,7,166667,19,2,Very Low,12,4,Medium,8,6.6,,4,Yes,Service
102345,26,6.11,1,Medical,Female,No,Yes,2,Healthcare Representative,Single,2,41667,21,4,Low,3,2,Medium,0,4.6,0.28,0,Yes,Product
102346,28,7.91,2,Technical Degree,Female,Yes,Yes,2,Sales Representative,Married,2,58333,16,1,Very High,3,3,High,0,4.3,0.32,1,No,Service
102347,22,7.36,3,Marketing,Male,No,No,3,Sales Executive,Single,6,25000,19,2,High,0,3,High,0,7.1,0.58,3,No,Service
102348,18,7.58,4,Marketing,Female,No,,4,Sales Representative,Single,5,25000,24,4,Very High,,2,High,0,6.6,0.43,3,No,Service
102349,31,7.3,5,Human Resources,Male,Yes,Yes,1,Research Scientist,Single,3,133333,9,4,Very High,10,2,Low,9,,,2,No,Service
102350,42,7.88,2,Technical Degree,Male,Yes,Yes,1,Manager,Divorced,5,175000,19,4,Very High,11,2,Medium,0,4.8,0.34,3,No,Service
102351,57,7.03,3,Technical Degree,Female,No,No,1,Research Director,Divorced,7,316667,21,4,Very High,17,4,Low,16,8.5,0.8,4,No,Service
102352,54,5.98,1,Marketing,Female,Yes,No,3,Healthcare Representative,Divorced,4,400000,12,1,Very High,30,4,High,30,4.5,0.32,2,No,Product
